aggregateType,sourceFile,sourceRow,pageUrl,path,clicks,impressions,ctrPercent,position,priority,classifications,cluster,service,city,relatedPrimaryRouteForReview,evidenceBoundary,recommendedAction
PAGE,Seiten.csv,85,https://www.floxant.de/reinigung-bayreuth,/reinigung-bayreuth,0,18,0,5,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,86,https://www.floxant.de/duesseldorf/hausverwaltung-reinigung,/duesseldorf/hausverwaltung-reinigung,0,18,0,13.28,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,87,https://www.floxant.de/umzug-schierling,/umzug-schierling,0,17,0,7.59,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,88,https://www.floxant.de/blog/umzug-regensburg-tipps,/blog/umzug-regensburg-tipps,0,17,0,8.88,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,89,https://www.floxant.de/fernumzug-muenchen,/fernumzug-muenchen,0,17,0,11,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,90,https://www.floxant.de/duesseldorf/reinigung-stadtteile-umgebung,/duesseldorf/reinigung-stadtteile-umgebung,0,17,0,17.06,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,91,https://www.floxant.de/umzug-neutraubling,/umzug-neutraubling,0,17,0,46.88,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,92,https://www.floxant.de/redaktion,/redaktion,0,16,0,6.06,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,93,https://www.floxant.de/blog/angebot-pruefen-lassen-wann-floxant-sinnvoll-ist,/blog/angebot-pruefen-lassen-wann-floxant-sinnvoll-ist,0,16,0,10.5,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,94,https://www.floxant.de/de/umzug-bayern,/de/umzug-bayern,0,16,0,42.12,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,95,https://www.floxant.de/reinigung-landshut,/reinigung-landshut,0,16,0,48.19,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,96,https://www.floxant.de/fragen,/fragen,0,15,0,6.67,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,97,https://www.floxant.de/ratgeber/reinigung-nach-umzug,/ratgeber/reinigung-nach-umzug,0,15,0,35.4,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,98,https://www.floxant.de/seniorenumzug-erding,/seniorenumzug-erding,0,14,0,2.79,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,99,https://www.floxant.de/klaviertransport-schwabach,/klaviertransport-schwabach,0,14,0,5.21,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,100,https://www.floxant.de/umzugskosten-bayern,/umzugskosten-bayern,0,14,0,48.64,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,101,https://www.floxant.de/datenschutz,/datenschutz,0,13,0,5.77,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,102,https://www.floxant.de/uebergabeakte,/uebergabeakte,0,13,0,5.77,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,103,https://www.floxant.de/reinigung-alteglofsheim,/reinigung-alteglofsheim,0,13,0,6.31,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,104,https://www.floxant.de/blog/baustaub-nach-renovierung-reihenfolge,/blog/baustaub-nach-renovierung-reihenfolge,0,12,0,9.75,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,105,https://www.floxant.de/duesseldorf/fensterreinigung,/duesseldorf/fensterreinigung,0,12,0,61.08,P1,WEAK_SERVICE_PAGE,duesseldorf-window-cleaning,fensterreinigung,duesseldorf,/duesseldorf/fensterreinigung,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Indexierbarkeit, Canonical, Sitemap, interne Links und Seitenfokus prüfen."
PAGE,Seiten.csv,106,https://www.floxant.de/klaviertransport-erding,/klaviertransport-erding,0,11,0,3.91,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,107,https://www.floxant.de/klaviertransport-rosenheim,/klaviertransport-rosenheim,0,11,0,10,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,108,https://www.floxant.de/objektbrief,/objektbrief,0,11,0,11.45,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,109,https://www.floxant.de/blog/reinigungsangebot-duesseldorf-klar-vergleichen,/blog/reinigungsangebot-duesseldorf-klar-vergleichen,0,11,0,13.27,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,110,https://www.floxant.de/reinigung-moeblierte-wohnung-duesseldorf,/reinigung-moeblierte-wohnung-duesseldorf,0,11,0,14.45,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,111,https://www.floxant.de/koeln/reinigung,/koeln/reinigung,0,11,0,45.64,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,112,https://www.floxant.de/pl/umzug-ingolstadt,/pl/umzug-ingolstadt,0,11,0,61.27,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,113,https://www.floxant.de/seniorenumzug-starnberg,/seniorenumzug-starnberg,0,10,0,3.2,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,114,https://www.floxant.de/blog/angebot-wirkt-zu-teuer-welche-fragen-stellen,/blog/angebot-wirkt-zu-teuer-welche-fragen-stellen,0,10,0,6.4,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,115,https://www.floxant.de/en/duesseldorf/cleaning,/en/duesseldorf/cleaning,0,10,0,9.7,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,116,https://www.floxant.de/teppichreinigung-regensburg,/teppichreinigung-regensburg,0,10,0,11,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,117,https://www.floxant.de/umzug-erding,/umzug-erding,0,10,0,15.9,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,118,https://www.floxant.de/meerbusch/reinigung,/meerbusch/reinigung,0,10,0,22.3,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,119,https://www.floxant.de/studentenumzug-deggendorf,/studentenumzug-deggendorf,0,9,0,5.67,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,120,https://www.floxant.de/blog/reinigung-checkliste-uebergabe,/blog/reinigung-checkliste-uebergabe,0,9,0,10,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,121,https://www.floxant.de/blog/schluesseluebergabe-vorbereiten-nicht-vor-ort,/blog/schluesseluebergabe-vorbereiten-nicht-vor-ort,0,9,0,13.78,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,122,https://www.floxant.de/airbnb-turnover-express,/airbnb-turnover-express,0,9,0,15.11,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,123,https://www.floxant.de/duesseldorf/treppenhausreinigung,/duesseldorf/treppenhausreinigung,0,9,0,45.89,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,124,https://www.floxant.de/entruempelung-passau,/entruempelung-passau,0,9,0,54.78,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,125,https://www.floxant.de/blog/fensterreinigung-hoehe-rahmen-zugang-duesseldorf,/blog/fensterreinigung-hoehe-rahmen-zugang-duesseldorf,0,8,0,2.38,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,126,https://www.floxant.de/blog/baufeinreinigung-vor-einzug-uebergabe,/blog/baufeinreinigung-vor-einzug-uebergabe,0,8,0,7.88,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,127,https://www.floxant.de/en/duesseldorf/commercial-cleaning,/en/duesseldorf/commercial-cleaning,0,8,0,8.5,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,128,https://www.floxant.de/blog/kueche-bad-textilien-geruch,/blog/kueche-bad-textilien-geruch,0,8,0,8.75,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,129,https://www.floxant.de/duisburg/reinigung,/duisburg/reinigung,0,8,0,10.25,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,130,https://www.floxant.de/blog/diskrete-reinigung-peinliche-wohnsituation,/blog/diskrete-reinigung-peinliche-wohnsituation,0,8,0,12.38,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,131,https://www.floxant.de/reinigung-schierling,/reinigung-schierling,0,8,0,13.25,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,132,https://www.floxant.de/en/regensburg/apartment-cleaning,/en/regensburg/apartment-cleaning,0,8,0,14.25,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,133,https://www.floxant.de/en/duesseldorf/apartment-cleaning,/en/duesseldorf/apartment-cleaning,0,8,0,24.12,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,134,https://www.floxant.de/tr/impressum,/tr/impressum,0,7,0,2,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,135,https://www.floxant.de/entruempelung-vilseck,/entruempelung-vilseck,0,7,0,4.86,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,136,https://www.floxant.de/wohnungsaufloesung-schwarzenfeld,/wohnungsaufloesung-schwarzenfeld,0,7,0,6.14,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,137,https://www.floxant.de/seniorenumzug-neu-ulm,/seniorenumzug-neu-ulm,0,7,0,7.57,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,138,https://www.floxant.de/entruempelung-riedenburg,/entruempelung-riedenburg,0,7,0,9.71,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,139,https://www.floxant.de/klaviertransport-viechtach,/klaviertransport-viechtach,0,7,0,9.71,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,140,https://www.floxant.de/umzug-neumarkt,/umzug-neumarkt,0,7,0,9.71,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,141,https://www.floxant.de/umzug-mainburg,/umzug-mainburg,0,7,0,10.43,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,142,https://www.floxant.de/bueroumzug-erding,/bueroumzug-erding,0,7,0,20.14,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,143,https://www.floxant.de/fassadenreinigung,/fassadenreinigung,0,7,0,21.86,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,144,https://www.floxant.de/umzug-erlangen,/umzug-erlangen,0,7,0,29.71,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,145,https://www.floxant.de/regensburg/wohnungsaufloesung,/regensburg/wohnungsaufloesung,0,7,0,37,P2,NEW_OR_LOW_DATA,regensburg-household-clearance,wohnungsaufloesung,regensburg,/regensburg/wohnungsaufloesung,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,146,https://www.floxant.de/umzug-bad-toelz,/umzug-bad-toelz,0,7,0,89.71,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,147,https://www.floxant.de/klaviertransport-cham,/klaviertransport-cham,0,6,0,2,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,148,https://www.floxant.de/bueroumzug-schweinfurt,/bueroumzug-schweinfurt,0,6,0,3.5,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,149,https://www.floxant.de/methodik,/methodik,0,6,0,6.17,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,150,https://www.floxant.de/klaviertransport-coburg,/klaviertransport-coburg,0,6,0,6.33,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,151,https://www.floxant.de/blog/pauschalpreis-oder-aufwand-angebot-pruefen,/blog/pauschalpreis-oder-aufwand-angebot-pruefen,0,6,0,6.83,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,152,https://www.floxant.de/blog/anbieter-hat-abgesagt-was-tun,/blog/anbieter-hat-abgesagt-was-tun,0,6,0,7.17,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,153,https://www.floxant.de/blog/uebergabe-check-vor-vermietertermin,/blog/uebergabe-check-vor-vermietertermin,0,6,0,7.33,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,154,https://www.floxant.de/klaviertransport-landshut,/klaviertransport-landshut,0,6,0,7.67,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,155,https://www.floxant.de/umzug-eggenfelden,/umzug-eggenfelden,0,6,0,7.83,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,156,https://www.floxant.de/reinigung-koefering,/reinigung-koefering,0,6,0,8.17,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,157,https://www.floxant.de/entruempelung-berching,/entruempelung-berching,0,6,0,8.67,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,158,https://www.floxant.de/klaviertransport-erlangen,/klaviertransport-erlangen,0,6,0,10.83,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,159,https://www.floxant.de/entruempelung-regenstauf,/entruempelung-regenstauf,0,6,0,11.33,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,160,https://www.floxant.de/entruempelung-hemau,/entruempelung-hemau,0,6,0,12.67,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,161,https://www.floxant.de/blog/angaben-reinigungsangebot-duesseldorf,/blog/angaben-reinigungsangebot-duesseldorf,0,6,0,13.67,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,162,https://www.floxant.de/business-errand-service,/business-errand-service,0,6,0,16.5,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,163,https://www.floxant.de/service-finder,/service-finder,0,6,0,20,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,164,https://www.floxant.de/en/regensburg/house-clearance,/en/regensburg/house-clearance,0,6,0,27.17,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,165,https://www.floxant.de/duesseldorf/endreinigung,/duesseldorf/endreinigung,0,6,0,28.5,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,166,https://www.floxant.de/pv-anlagen-reinigung,/pv-anlagen-reinigung,0,6,0,35.5,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,167,https://www.floxant.de/vi/reinigung,/vi/reinigung,0,6,0,37,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,168,https://www.floxant.de/duesseldorf/gewerbeflaechen-reinigung,/duesseldorf/gewerbeflaechen-reinigung,0,6,0,50.17,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
